gene_set,pathway_name,stId,species,entities_found,entities_total,entities_ratio,p_value,fdr,reactions_found,reactions_total,reactions_ratio,token,reactome_browser_url
all,Developmental Biology,R-HSA-1266738,Homo sapiens,26,2009,0.12409660880845018,0.11961973803409498,0.4084904550659927,117,992,0.061976758715481695,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-1266738&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Meiotic recombination,R-HSA-912446,Homo sapiens,2,59,0.003644449935141145,0.12210024300543021,0.4084904550659927,4,10,0.0006247657128576784,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-912446&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Activation of Ca-permeable Kainate Receptor,R-HSA-451308,Homo sapiens,1,13,0.000803014392488727,0.12414138713103628,0.4084904550659927,2,2,0.00012495314257153568,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-451308&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Metabolism of serotonin,R-HSA-380612,Homo sapiens,1,13,0.000803014392488727,0.12414138713103628,0.4084904550659927,1,2,0.00012495314257153568,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-380612&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Formation of intermediate mesoderm,R-HSA-9761174,Homo sapiens,1,13,0.000803014392488727,0.12414138713103628,0.4084904550659927,2,5,0.0003123828564288392,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9761174&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Enzymatic degradation of dopamine by COMT,R-HSA-379397,Homo sapiens,1,13,0.000803014392488727,0.12414138713103628,0.4084904550659927,1,4,0.00024990628514307136,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-379397&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Neurexins and neuroligins,R-HSA-6794361,Homo sapiens,2,60,0.0037062202730248936,0.12547112953890838,0.4084904550659927,3,19,0.0011870548544295888,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-6794361&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Meiotic synapsis,R-HSA-1221632,Homo sapiens,2,61,0.0037679906109086415,0.12886420607281346,0.4084904550659927,4,6,0.000374859427714607,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-1221632&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,"Base-Excision Repair, AP Site Formation",R-HSA-73929,Homo sapiens,2,62,0.00382976094879239,0.1322786834057924,0.4084904550659927,6,64,0.003998500562289142,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-73929&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Presynaptic depolarization and calcium channel opening,R-HSA-112308,Homo sapiens,1,14,0.0008647847303724751,0.13303026795468254,0.4084904550659927,1,1,6.247657128576784e-05,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-112308&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Synthesis of PIPs at the ER membrane,R-HSA-1483248,Homo sapiens,1,14,0.0008647847303724751,0.13303026795468254,0.4084904550659927,3,5,0.0003123828564288392,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-1483248&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Ionotropic activity of kainate receptors,R-HSA-451306,Homo sapiens,1,14,0.0008647847303724751,0.13303026795468254,0.4084904550659927,2,4,0.00024990628514307136,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-451306&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Formation of the posterior neural plate,R-HSA-9832991,Homo sapiens,1,14,0.0008647847303724751,0.13303026795468254,0.4084904550659927,2,6,0.000374859427714607,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9832991&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Bicarbonate transporters,R-HSA-425381,Homo sapiens,1,14,0.0008647847303724751,0.13303026795468254,0.4084904550659927,1,4,0.00024990628514307136,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-425381&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,HDACs deacetylate histones,R-HSA-3214815,Homo sapiens,2,63,0.0038915312866761383,0.1357137858819093,0.4084904550659927,4,5,0.0003123828564288392,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-3214815&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Paracetamol ADME,R-HSA-9753281,Homo sapiens,2,63,0.0038915312866761383,0.1357137858819093,0.4084904550659927,2,12,0.000749718855429214,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9753281&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Interaction of NuRD complexes with transcription factors,R-HSA-9940951,Homo sapiens,2,64,0.003953301624559887,0.13916875119990824,0.4084904550659927,8,11,0.0006872422841434462,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9940951&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Sema4D mediated inhibition of cell attachment and migration,R-HSA-416550,Homo sapiens,1,15,0.0009265550682562234,0.14182947885431807,0.4084904550659927,6,6,0.000374859427714607,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-416550&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB,R-HSA-141333,Homo sapiens,1,15,0.0009265550682562234,0.14182947885431807,0.4084904550659927,2,5,0.0003123828564288392,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-141333&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,R-HSA-5693565,Homo sapiens,2,67,0.004138612638211131,0.14964539757511752,0.4084904550659927,29,39,0.0024365862801449456,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-5693565&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Scavenging by Class F Receptors,R-HSA-3000484,Homo sapiens,1,16,0.0009883254061399717,0.1505399189485932,0.4084904550659927,2,2,0.00012495314257153568,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-3000484&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Z-decay: degradation of maternal mRNAs by zygotically expressed factors,R-HSA-9820865,Homo sapiens,1,16,0.0009883254061399717,0.1505399189485932,0.4084904550659927,2,4,0.00024990628514307136,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9820865&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Serotonin clearance from the synaptic cleft,R-HSA-380615,Homo sapiens,1,16,0.0009883254061399717,0.1505399189485932,0.4084904550659927,1,4,0.00024990628514307136,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-380615&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Regulation of endogenous retroelements by Piwi-interacting RNAs (piRNAs),R-HSA-9845323,Homo sapiens,2,68,0.004200382976094879,0.15317245180105288,0.4084904550659927,1,2,0.00012495314257153568,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9845323&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Formation of the beta-catenin:TCF transactivating complex,R-HSA-201722,Homo sapiens,2,68,0.004200382976094879,0.15317245180105288,0.4084904550659927,2,13,0.0008121954267149819,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-201722&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,rRNA modification in the mitochondrion,R-HSA-6793080,Homo sapiens,1,17,0.0010500957440237198,0.1591624783954707,0.4084904550659927,1,6,0.000374859427714607,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-6793080&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Platelet Adhesion to exposed collagen,R-HSA-75892,Homo sapiens,1,17,0.0010500957440237198,0.1591624783954707,0.4084904550659927,1,8,0.0004998125702861427,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-75892&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,DNA Damage/Telomere Stress Induced Senescence,R-HSA-2559586,Homo sapiens,2,70,0.004323923651862376,0.16027460965367846,0.4084904550659927,1,18,0.001124578283143821,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-2559586&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Semaphorin interactions,R-HSA-373755,Homo sapiens,2,71,0.004385693989746124,0.1638483532773335,0.4084904550659927,12,41,0.0025615394227164814,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-373755&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
stable,Developmental Lineage of Pancreatic Acinar Cells,R-HSA-9925561,Homo sapiens,2,87,0.0053740193958860955,0.010648453183991768,0.2138318737532081,1,3,0.0001874297138573035,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9925561&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,Intestinal hexose absorption,R-HSA-8981373,Homo sapiens,1,8,0.0004941627030699858,0.014232014023617623,0.2138318737532081,1,3,0.0001874297138573035,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-8981373&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,Neurotransmitter uptake and metabolism In glial cells,R-HSA-112313,Homo sapiens,1,11,0.0006794737167212304,0.019518435088558328,0.2138318737532081,1,3,0.0001874297138573035,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-112313&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,Astrocytic Glutamate-Glutamine Uptake And Metabolism,R-HSA-210455,Homo sapiens,1,11,0.0006794737167212304,0.019518435088558328,0.2138318737532081,1,3,0.0001874297138573035,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-210455&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,Intestinal absorption,R-HSA-8963676,Homo sapiens,1,11,0.0006794737167212304,0.019518435088558328,0.2138318737532081,1,6,0.000374859427714607,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-8963676&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,Formation of intermediate mesoderm,R-HSA-9761174,Homo sapiens,1,13,0.000803014392488727,0.023027497783126294,0.2138318737532081,2,5,0.0003123828564288392,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9761174&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,Bicarbonate transporters,R-HSA-425381,Homo sapiens,1,14,0.0008647847303724751,0.024777478943790898,0.2138318737532081,1,4,0.00024990628514307136,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-425381&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,rRNA modification in the mitochondrion,R-HSA-6793080,Homo sapiens,1,17,0.0010500957440237198,0.030009282331569964,0.2138318737532081,1,6,0.000374859427714607,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-6793080&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,Developmental Cell Lineages of the Exocrine Pancreas,R-HSA-9820448,Homo sapiens,2,170,0.010500957440237197,0.03711622965065253,0.2138318737532081,1,10,0.0006247657128576784,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9820448&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,Mitochondrial mRNA modification,R-HSA-9937008,Homo sapiens,1,29,0.0017913397986286984,0.05066680309324545,0.2138318737532081,1,8,0.0004998125702861427,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9937008&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,Formation of the ureteric bud,R-HSA-9830674,Homo sapiens,1,29,0.0017913397986286984,0.05066680309324545,0.2138318737532081,1,14,0.0008746719980007497,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9830674&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,RNA Polymerase I Transcription Termination,R-HSA-73863,Homo sapiens,1,33,0.0020384211501636913,0.057457761413600705,0.2138318737532081,3,4,0.00024990628514307136,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-73863&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,Phosphate bond hydrolysis by NTPDase proteins,R-HSA-8850843,Homo sapiens,1,34,0.0021001914880474397,0.0591481582963882,0.2138318737532081,2,12,0.000749718855429214,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-8850843&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,Molecules associated with elastic fibres,R-HSA-2129379,Homo sapiens,1,37,0.0022855025016986844,0.06420180484401306,0.2138318737532081,2,10,0.0006247657128576784,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-2129379&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,Synthesis of glycosylphosphatidylinositol (GPI),R-HSA-162710,Homo sapiens,1,37,0.0022855025016986844,0.06420180484401306,0.2138318737532081,1,11,0.0006872422841434462,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-162710&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,Glutamate and glutamine metabolism,R-HSA-8964539,Homo sapiens,1,40,0.002470813515349929,0.06922923765049527,0.2138318737532081,1,14,0.0008746719980007497,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-8964539&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,Glycosphingolipid transport,R-HSA-9845576,Homo sapiens,1,43,0.0026561245290011738,0.07423058785710357,0.2138318737532081,1,6,0.000374859427714607,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9845576&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,SIRT1 negatively regulates rRNA expression,R-HSA-427359,Homo sapiens,1,44,0.0027178948668849217,0.07589193103465564,0.2138318737532081,1,5,0.0003123828564288392,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-427359&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,Elastic fibre formation,R-HSA-1566948,Homo sapiens,1,45,0.00277966520476867,0.07755039546990383,0.2138318737532081,2,17,0.0010621017118580532,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-1566948&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,SLC-mediated transport of inorganic anions,R-HSA-9958790,Homo sapiens,1,45,0.00277966520476867,0.07755039546990383,0.2138318737532081,1,21,0.0013120079970011245,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9958790&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,RAS processing,R-HSA-9648002,Homo sapiens,1,46,0.0028414355426524185,0.07920598597321615,0.2138318737532081,2,21,0.0013120079970011245,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9648002&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,rRNA processing in the mitochondrion,R-HSA-8868766,Homo sapiens,1,47,0.0029032058805361664,0.08085870734723177,0.2138318737532081,1,7,0.00043733599900037484,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-8868766&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,RNA Polymerase I Transcription Initiation,R-HSA-73762,Homo sapiens,1,50,0.003088516894187411,0.08579970460394604,0.2138318737532081,4,6,0.000374859427714607,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-73762&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,Cytosolic tRNA aminoacylation,R-HSA-379716,Homo sapiens,1,50,0.003088516894187411,0.08579970460394604,0.2138318737532081,1,21,0.0013120079970011245,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-379716&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,TGF-beta receptor signaling activates SMADs,R-HSA-2173789,Homo sapiens,1,51,0.0031502872320711595,0.0874409973326915,0.2138318737532081,2,44,0.002748969136573785,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-2173789&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,Developmental Cell Lineages,R-HSA-9734767,Homo sapiens,2,283,0.017481005621100748,0.0909705266416363,0.2138318737532081,1,22,0.0013744845682868924,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9734767&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,Purinergic signaling in leishmaniasis infection,R-HSA-9660826,Homo sapiens,1,54,0.003335598245722404,0.09234782314605616,0.2138318737532081,1,23,0.0014369611395726603,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9660826&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,Cell recruitment (pro-inflammatory response),R-HSA-9664424,Homo sapiens,1,54,0.003335598245722404,0.09234782314605616,0.2138318737532081,1,23,0.0014369611395726603,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9664424&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,RNA Polymerase I Promoter Escape,R-HSA-73772,Homo sapiens,1,60,0.0037062202730248936,0.10208516562666725,0.2138318737532081,2,2,0.00012495314257153568,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-73772&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,B-WICH complex positively regulates rRNA expression,R-HSA-5250924,Homo sapiens,1,61,0.0037679906109086415,0.10369821916045374,0.2138318737532081,3,3,0.0001874297138573035,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-5250924&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,RHOQ GTPase cycle,R-HSA-9013406,Homo sapiens,1,63,0.0038915312866761383,0.10691593687660406,0.2138318737532081,1,5,0.0003123828564288392,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9013406&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,tRNA Aminoacylation,R-HSA-379724,Homo sapiens,1,68,0.004200382976094879,0.11491151117498544,0.22546498336408294,1,42,0.002624015994002249,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-379724&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,Digestion and absorption,R-HSA-8963743,Homo sapiens,1,72,0.004447464327629872,0.12125816529615174,0.22546498336408294,1,30,0.001874297138573035,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-8963743&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,NuRD complex assembly,R-HSA-9937850,Homo sapiens,1,74,0.004571005003397369,0.12441499227453479,0.22546498336408294,1,21,0.0013120079970011245,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9937850&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,Kidney development,R-HSA-9830369,Homo sapiens,1,75,0.004632775341281117,0.1259892968430395,0.22546498336408294,1,50,0.003123828564288392,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9830369&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,"CHD3, CHD4, CHD5 subfamily",R-HSA-9943965,Homo sapiens,1,78,0.004818086354932361,0.13069582984309824,0.22546498336408294,1,25,0.001561914282144196,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9943965&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,Positive epigenetic regulation of rRNA expression,R-HSA-5250913,Homo sapiens,1,79,0.004879856692816109,0.132259229169707,0.22546498336408294,3,7,0.00043733599900037484,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-5250913&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,NoRC negatively regulates rRNA expression,R-HSA-427413,Homo sapiens,1,79,0.004879856692816109,0.132259229169707,0.22546498336408294,1,7,0.00043733599900037484,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-427413&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,RNA Polymerase I Promoter Clearance,R-HSA-73854,Homo sapiens,1,84,0.005188708382234851,0.14003559300828294,0.22546498336408294,6,10,0.0006247657128576784,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-73854&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,RNA Polymerase I Transcription,R-HSA-73864,Homo sapiens,1,86,0.0053122490580023475,0.14312726113267005,0.22546498336408294,9,14,0.0008746719980007497,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-73864&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,Negative epigenetic regulation of rRNA expression,R-HSA-5250941,Homo sapiens,1,88,0.005435789733769843,0.14620819630590676,0.22546498336408294,2,12,0.000749718855429214,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-5250941&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
stable,Signaling by TGF-beta Receptor Complex,R-HSA-170834,Homo sapiens,1,108,0.006671196491444808,0.17643508412551312,0.22546498336408294,2,100,0.006247657128576784,MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-170834&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDlfMzAzMQ%3D%3D
