gene_set,pathway_name,stId,species,entities_found,entities_total,entities_ratio,p_value,fdr,reactions_found,reactions_total,reactions_ratio,token,reactome_browser_url
all,Developmental Biology,R-HSA-1266738,Homo sapiens,26,2009,0.12409660880845018,0.11961973803409498,0.4084904550659927,117,992,0.061976758715481695,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-1266738&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Meiotic recombination,R-HSA-912446,Homo sapiens,2,59,0.003644449935141145,0.12210024300543021,0.4084904550659927,4,10,0.0006247657128576784,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-912446&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Activation of Ca-permeable Kainate Receptor,R-HSA-451308,Homo sapiens,1,13,0.000803014392488727,0.12414138713103628,0.4084904550659927,2,2,0.00012495314257153568,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-451308&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Metabolism of serotonin,R-HSA-380612,Homo sapiens,1,13,0.000803014392488727,0.12414138713103628,0.4084904550659927,1,2,0.00012495314257153568,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-380612&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Formation of intermediate mesoderm,R-HSA-9761174,Homo sapiens,1,13,0.000803014392488727,0.12414138713103628,0.4084904550659927,2,5,0.0003123828564288392,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9761174&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Enzymatic degradation of dopamine by COMT,R-HSA-379397,Homo sapiens,1,13,0.000803014392488727,0.12414138713103628,0.4084904550659927,1,4,0.00024990628514307136,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-379397&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Neurexins and neuroligins,R-HSA-6794361,Homo sapiens,2,60,0.0037062202730248936,0.12547112953890838,0.4084904550659927,3,19,0.0011870548544295888,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-6794361&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Meiotic synapsis,R-HSA-1221632,Homo sapiens,2,61,0.0037679906109086415,0.12886420607281346,0.4084904550659927,4,6,0.000374859427714607,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-1221632&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,"Base-Excision Repair, AP Site Formation",R-HSA-73929,Homo sapiens,2,62,0.00382976094879239,0.1322786834057924,0.4084904550659927,6,64,0.003998500562289142,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-73929&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Presynaptic depolarization and calcium channel opening,R-HSA-112308,Homo sapiens,1,14,0.0008647847303724751,0.13303026795468254,0.4084904550659927,1,1,6.247657128576784e-05,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-112308&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Synthesis of PIPs at the ER membrane,R-HSA-1483248,Homo sapiens,1,14,0.0008647847303724751,0.13303026795468254,0.4084904550659927,3,5,0.0003123828564288392,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-1483248&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Ionotropic activity of kainate receptors,R-HSA-451306,Homo sapiens,1,14,0.0008647847303724751,0.13303026795468254,0.4084904550659927,2,4,0.00024990628514307136,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-451306&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Formation of the posterior neural plate,R-HSA-9832991,Homo sapiens,1,14,0.0008647847303724751,0.13303026795468254,0.4084904550659927,2,6,0.000374859427714607,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9832991&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Bicarbonate transporters,R-HSA-425381,Homo sapiens,1,14,0.0008647847303724751,0.13303026795468254,0.4084904550659927,1,4,0.00024990628514307136,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-425381&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,HDACs deacetylate histones,R-HSA-3214815,Homo sapiens,2,63,0.0038915312866761383,0.1357137858819093,0.4084904550659927,4,5,0.0003123828564288392,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-3214815&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Paracetamol ADME,R-HSA-9753281,Homo sapiens,2,63,0.0038915312866761383,0.1357137858819093,0.4084904550659927,2,12,0.000749718855429214,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9753281&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Interaction of NuRD complexes with transcription factors,R-HSA-9940951,Homo sapiens,2,64,0.003953301624559887,0.13916875119990824,0.4084904550659927,8,11,0.0006872422841434462,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9940951&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Sema4D mediated inhibition of cell attachment and migration,R-HSA-416550,Homo sapiens,1,15,0.0009265550682562234,0.14182947885431807,0.4084904550659927,6,6,0.000374859427714607,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-416550&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB,R-HSA-141333,Homo sapiens,1,15,0.0009265550682562234,0.14182947885431807,0.4084904550659927,2,5,0.0003123828564288392,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-141333&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,R-HSA-5693565,Homo sapiens,2,67,0.004138612638211131,0.14964539757511752,0.4084904550659927,29,39,0.0024365862801449456,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-5693565&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Scavenging by Class F Receptors,R-HSA-3000484,Homo sapiens,1,16,0.0009883254061399717,0.1505399189485932,0.4084904550659927,2,2,0.00012495314257153568,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-3000484&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Z-decay: degradation of maternal mRNAs by zygotically expressed factors,R-HSA-9820865,Homo sapiens,1,16,0.0009883254061399717,0.1505399189485932,0.4084904550659927,2,4,0.00024990628514307136,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9820865&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Serotonin clearance from the synaptic cleft,R-HSA-380615,Homo sapiens,1,16,0.0009883254061399717,0.1505399189485932,0.4084904550659927,1,4,0.00024990628514307136,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-380615&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Regulation of endogenous retroelements by Piwi-interacting RNAs (piRNAs),R-HSA-9845323,Homo sapiens,2,68,0.004200382976094879,0.15317245180105288,0.4084904550659927,1,2,0.00012495314257153568,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9845323&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Formation of the beta-catenin:TCF transactivating complex,R-HSA-201722,Homo sapiens,2,68,0.004200382976094879,0.15317245180105288,0.4084904550659927,2,13,0.0008121954267149819,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-201722&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,rRNA modification in the mitochondrion,R-HSA-6793080,Homo sapiens,1,17,0.0010500957440237198,0.1591624783954707,0.4084904550659927,1,6,0.000374859427714607,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-6793080&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Platelet Adhesion to exposed collagen,R-HSA-75892,Homo sapiens,1,17,0.0010500957440237198,0.1591624783954707,0.4084904550659927,1,8,0.0004998125702861427,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-75892&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,DNA Damage/Telomere Stress Induced Senescence,R-HSA-2559586,Homo sapiens,2,70,0.004323923651862376,0.16027460965367846,0.4084904550659927,1,18,0.001124578283143821,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-2559586&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
all,Semaphorin interactions,R-HSA-373755,Homo sapiens,2,71,0.004385693989746124,0.1638483532773335,0.4084904550659927,12,41,0.0025615394227164814,MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-373755&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NDhfMzAzMA%3D%3D
